Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias;;;;;;
Variável - Área plantada;;;;;;
Nível;Cód.;Brasil e Município;Ano x Produto das lavouras temporárias;;;
;;;2019;;;
;;;Total;;Soja (em grão);
MU;4201653;Arvoredo (SC);641;Hectares;63;Hectares
MU;4201703;Ascurra (SC);622;Hectares;-;Hectares
MU;4201802;Atalanta (SC);3263;Hectares;1100;Hectares
MU;4201901;Aurora (SC);4919;Hectares;500;Hectares
MU;4201950;Balneário Arroio do Silva (SC);...;Hectares;...;Hectares
MU;4202008;Balneário Camboriú (SC);...;Hectares;...;Hectares
MU;4202057;Balneário Barra do Sul (SC);15;Hectares;-;Hectares
MU;4202073;Balneário Gaivota (SC);250;Hectares;-;Hectares
MU;4202081;Bandeirante (SC);2545;Hectares;600;Hectares
MU;4202099;Barra Bonita (SC);1196;Hectares;40;Hectares
MU;4202107;Barra Velha (SC);522;Hectares;-;Hectares
MU;4202131;Bela Vista do Toldo (SC);11836;Hectares;6000;Hectares
MU;4202156;Belmonte (SC);3271;Hectares;900;Hectares
MU;4202206;Benedito Novo (SC);801;Hectares;-;Hectares
MU;4202305;Biguaçu (SC);532;Hectares;-;Hectares
MU;4202404;Blumenau (SC);166;Hectares;-;Hectares
MU;4202438;Bocaina do Sul (SC);2850;Hectares;1300;Hectares
MU;4202453;Bombinhas (SC);...;Hectares;...;Hectares
MU;4202503;Bom Jardim da Serra (SC);551;Hectares;-;Hectares
MU;4202537;Bom Jesus (SC);5086;Hectares;3300;Hectares
MU;4202578;Bom Jesus do Oeste (SC);3285;Hectares;2000;Hectares
MU;4202602;Bom Retiro (SC);11500;Hectares;8000;Hectares
MU;4202701;Botuverá (SC);385;Hectares;-;Hectares
MU;4202800;Braço do Norte (SC);553;Hectares;-;Hectares
MU;4202859;Braço do Trombudo (SC);1023;Hectares;80;Hectares
MU;4202875;Brunópolis (SC);11179;Hectares;8300;Hectares
MU;4202909;Brusque (SC);180;Hectares;-;Hectares
MU;4203006;Caçador (SC);7630;Hectares;2500;Hectares
MU;4203105;Caibi (SC);3393;Hectares;1400;Hectares
MU;4203154;Calmon (SC);2330;Hectares;1100;Hectares
MU;4203204;Camboriú (SC);981;Hectares;-;Hectares
MU;4203253;Capão Alto (SC);9112;Hectares;6000;Hectares
MU;4203303;Campo Alegre (SC);4822;Hectares;2500;Hectares
MU;4203402;Campo Belo do Sul (SC);16482;Hectares;9500;Hectares
MU;4203501;Campo Erê (SC);26018;Hectares;19200;Hectares
MU;4203600;Campos Novos (SC);83150;Hectares;55500;Hectares
MU;4203709;Canelinha (SC);498;Hectares;-;Hectares
MU;4203808;Canoinhas (SC);38671;Hectares;23000;Hectares
MU;4203907;Capinzal (SC);6365;Hectares;4900;Hectares
MU;4203956;Capivari de Baixo (SC);1556;Hectares;-;Hectares
MU;4204004;Catanduvas (SC);905;Hectares;300;Hectares
MU;4204103;Caxambu do Sul (SC);6553;Hectares;3000;Hectares
MU;4204152;Celso Ramos (SC);2546;Hectares;900;Hectares
MU;4204178;Cerro Negro (SC);8576;Hectares;4500;Hectares
MU;4204194;Chapadão do Lageado (SC);4078;Hectares;450;Hectares
MU;4204202;Chapecó (SC);17325;Hectares;11000;Hectares
MU;4204251;Cocal do Sul (SC);633;Hectares;20;Hectares
MU;4204301;Concórdia (SC);9220;Hectares;1600;Hectares
MU;4204350;Cordilheira Alta (SC);415;Hectares;220;Hectares
MU;4204400;Coronel Freitas (SC);3049;Hectares;2100;Hectares
MU;4204459;Coronel Martins (SC);2800;Hectares;2200;Hectares
MU;4204509;Corupá (SC);252;Hectares;-;Hectares
MU;4204558;Correia Pinto (SC);5483;Hectares;3000;Hectares
MU;4204608;Criciúma (SC);3804;Hectares;1000;Hectares
MU;4204707;Cunha Porã (SC);7919;Hectares;4400;Hectares
MU;4204756;Cunhataí (SC);860;Hectares;220;Hectares
MU;4204806;Curitibanos (SC);20272;Hectares;15000;Hectares
MU;4204905;Descanso (SC);7318;Hectares;2250;Hectares
MU;4205001;Dionísio Cerqueira (SC);10438;Hectares;6970;Hectares
MU;4205100;Dona Emma (SC);1311;Hectares;20;Hectares
MU;4205159;Doutor Pedrinho (SC);1105;Hectares;88;Hectares
MU;4205175;Entre Rios (SC);2231;Hectares;1800;Hectares
MU;4205191;Ermo (SC);3943;Hectares;50;Hectares
MU;4205209;Erval Velho (SC);3423;Hectares;1800;Hectares
MU;4205308;Faxinal dos Guedes (SC);14671;Hectares;11700;Hectares
MU;4205357;Flor do Sertão (SC);1289;Hectares;550;Hectares
MU;4205407;Florianópolis (SC);27;Hectares;-;Hectares
MU;4205431;Formosa do Sul (SC);699;Hectares;370;Hectares
MU;4205456;Forquilhinha (SC);13013;Hectares;1400;Hectares
MU;4205506;Fraiburgo (SC);15010;Hectares;5500;Hectares
MU;4205555;Frei Rogério (SC);6238;Hectares;3200;Hectares
MU;4205605;Galvão (SC);6119;Hectares;4500;Hectares
MU;4205704;Garopaba (SC);326;Hectares;-;Hectares
MU;4205803;Garuva (SC);980;Hectares;-;Hectares
MU;4205902;Gaspar (SC);2759;Hectares;-;Hectares
MU;4206009;Governador Celso Ramos (SC);1;Hectares;-;Hectares
MU;4206108;Grão-Pará (SC);1876;Hectares;-;Hectares
MU;4206207;Gravatal (SC);555;Hectares;50;Hectares
MU;4206306;Guabiruba (SC);272;Hectares;-;Hectares
MU;4206405;Guaraciaba (SC);8895;Hectares;4550;Hectares
MU;4206504;Guaramirim (SC);6515;Hectares;-;Hectares
MU;4206603;Guarujá do Sul (SC);2209;Hectares;1000;Hectares
MU;4206652;Guatambú (SC);6135;Hectares;4500;Hectares
MU;4206702;Herval d'Oeste (SC);2344;Hectares;380;Hectares
MU;4206751;Ibiam (SC);1722;Hectares;355;Hectares
MU;4206801;Ibicaré (SC);3144;Hectares;200;Hectares
MU;4206900;Ibirama (SC);829;Hectares;-;Hectares
MU;4207007;Içara (SC);8495;Hectares;1400;Hectares
MU;4207106;Ilhota (SC);3002;Hectares;-;Hectares
MU;4207205;Imaruí (SC);4763;Hectares;-;Hectares
MU;4207304;Imbituba (SC);2763;Hectares;-;Hectares
MU;4207403;Imbuia (SC);4979;Hectares;300;Hectares
MU;4207502;Indaial (SC);451;Hectares;-;Hectares
MU;4207577;Iomerê (SC);2612;Hectares;450;Hectares
MU;4207601;Ipira (SC);1565;Hectares;175;Hectares
MU;4207650;Iporã do Oeste (SC);4374;Hectares;1230;Hectares
MU;4207684;Ipuaçu (SC);16202;Hectares;11500;Hectares
MU;4207700;Ipumirim (SC);1648;Hectares;250;Hectares
MU;4207759;Iraceminha (SC);4885;Hectares;3100;Hectares
MU;4207809;Irani (SC);4792;Hectares;2600;Hectares
MU;4207858;Irati (SC);1414;Hectares;990;Hectares
MU;4207908;Irineópolis (SC);20626;Hectares;11000;Hectares
MU;4208005;Itá (SC);1133;Hectares;350;Hectares
MU;4208104;Itaiópolis (SC);34005;Hectares;18200;Hectares
MU;4208203;Itajaí (SC);2035;Hectares;-;Hectares
MU;4208302;Itapema (SC);342;Hectares;-;Hectares
MU;4208401;Itapiranga (SC);4324;Hectares;1434;Hectares
MU;4208450;Itapoá (SC);170;Hectares;-;Hectares
MU;4208500;Ituporanga (SC);16095;Hectares;3900;Hectares
MU;4208609;Jaborá (SC);2583;Hectares;500;Hectares
MU;4208708;Jacinto Machado (SC);8805;Hectares;-;Hectares
MU;4208807;Jaguaruna (SC);6913;Hectares;-;Hectares
MU;4208906;Jaraguá do Sul (SC);1230;Hectares;-;Hectares
MU;4208955;Jardinópolis (SC);992;Hectares;600;Hectares
MU;4209003;Joaçaba (SC);3708;Hectares;480;Hectares
MU;4209102;Joinville (SC);3610;Hectares;-;Hectares
MU;4209151;José Boiteux (SC);1604;Hectares;-;Hectares
MU;4209177;Jupiá (SC);3192;Hectares;2550;Hectares
MU;4209201;Lacerdópolis (SC);1740;Hectares;60;Hectares
MU;4209300;Lages (SC);13606;Hectares;9000;Hectares
MU;4209409;Laguna (SC);616;Hectares;-;Hectares
MU;4209458;Lajeado Grande (SC);3758;Hectares;2500;Hectares
MU;4209508;Laurentino (SC);746;Hectares;5;Hectares
MU;4209607;Lauro Müller (SC);509;Hectares;-;Hectares
MU;4209706;Lebon Régis (SC);8280;Hectares;3300;Hectares
MU;4209805;Leoberto Leal (SC);3141;Hectares;21;Hectares
MU;4209854;Lindóia do Sul (SC);1500;Hectares;230;Hectares
MU;4209904;Lontras (SC);1613;Hectares;15;Hectares
MU;4210001;Luiz Alves (SC);712;Hectares;-;Hectares
MU;4210035;Luzerna (SC);1807;Hectares;220;Hectares
MU;4210050;Macieira (SC);1552;Hectares;100;Hectares
MU;4210100;Mafra (SC);42295;Hectares;27000;Hectares
MU;4210209;Major Gercino (SC);430;Hectares;-;Hectares
MU;4210308;Major Vieira (SC);15744;Hectares;11000;Hectares
MU;4210407;Maracajá (SC);2150;Hectares;40;Hectares
MU;4210506;Maravilha (SC);6246;Hectares;3800;Hectares
MU;4210555;Marema (SC);1772;Hectares;1140;Hectares
MU;4210605;Massaranduba (SC);6110;Hectares;-;Hectares
MU;4210704;Matos Costa (SC);1585;Hectares;400;Hectares
MU;4210803;Meleiro (SC);10720;Hectares;100;Hectares
MU;4210852;Mirim Doce (SC);1806;Hectares;-;Hectares
MU;4210902;Modelo (SC);3340;Hectares;1650;Hectares
MU;4211009;Mondaí (SC);2216;Hectares;571;Hectares
MU;4211058;Monte Carlo (SC);3572;Hectares;1900;Hectares
MU;4211108;Monte Castelo (SC);6194;Hectares;5000;Hectares
MU;4211207;Morro da Fumaça (SC);1239;Hectares;300;Hectares
MU;4211256;Morro Grande (SC);4015;Hectares;-;Hectares
MU;4211306;Navegantes (SC);890;Hectares;-;Hectares
MU;4211405;Nova Erechim (SC);1431;Hectares;1000;Hectares
MU;4211454;Nova Itaberaba (SC);1955;Hectares;700;Hectares
MU;4211504;Nova Trento (SC);1490;Hectares;-;Hectares
MU;4211603;Nova Veneza (SC);9105;Hectares;140;Hectares
MU;4211652;Novo Horizonte (SC);4241;Hectares;3200;Hectares
MU;4211702;Orleans (SC);3028;Hectares;-;Hectares
MU;4211751;Otacílio Costa (SC);8118;Hectares;6000;Hectares
MU;4211801;Ouro (SC);3437;Hectares;570;Hectares
MU;4211850;Ouro Verde (SC);17985;Hectares;11000;Hectares
MU;4211876;Paial (SC);687;Hectares;115;Hectares
MU;4211892;Painel (SC);834;Hectares;500;Hectares
MU;4211900;Palhoça (SC);630;Hectares;-;Hectares
MU;4212007;Palma Sola (SC);13644;Hectares;9600;Hectares
MU;4212056;Palmeira (SC);1972;Hectares;1400;Hectares
MU;4212106;Palmitos (SC);11330;Hectares;4500;Hectares
MU;4212205;Papanduva (SC);24844;Hectares;15200;Hectares
MU;4212239;Paraíso (SC);2807;Hectares;1540;Hectares
MU;4212254;Passo de Torres (SC);685;Hectares;-;Hectares
MU;4212270;Passos Maia (SC);7466;Hectares;5600;Hectares
MU;4212304;Paulo Lopes (SC);1355;Hectares;-;Hectares
MU;4212403;Pedras Grandes (SC);1204;Hectares;-;Hectares
MU;4212502;Penha (SC);42;Hectares;-;Hectares
MU;4212601;Peritiba (SC);1485;Hectares;147;Hectares
MU;4212650;Pescaria Brava (SC);215;Hectares;-;Hectares
MU;4212700;Petrolândia (SC);5564;Hectares;1000;Hectares
MU;4212809;Balneário Piçarras (SC);425;Hectares;-;Hectares
MU;4212908;Pinhalzinho (SC);6225;Hectares;2900;Hectares
MU;4213005;Pinheiro Preto (SC);1240;Hectares;230;Hectares
MU;4213104;Piratuba (SC);1559;Hectares;500;Hectares
MU;4213153;Planalto Alegre (SC);1445;Hectares;300;Hectares
MU;4213203;Pomerode (SC);154;Hectares;-;Hectares
MU;4213302;Ponte Alta (SC);4290;Hectares;3000;Hectares
MU;4213351;Ponte Alta do Norte (SC);924;Hectares;750;Hectares
MU;4213401;Ponte Serrada (SC);6017;Hectares;4880;Hectares
MU;4213500;Porto Belo (SC);55;Hectares;-;Hectares
MU;4213609;Porto União (SC);8867;Hectares;7300;Hectares
MU;4213708;Pouso Redondo (SC);4273;Hectares;250;Hectares
MU;4213807;Praia Grande (SC);3800;Hectares;-;Hectares
MU;4213906;Presidente Castello Branco (SC);743;Hectares;30;Hectares
MU;4214003;Presidente Getúlio (SC);3289;Hectares;280;Hectares
MU;4214102;Presidente Nereu (SC);1631;Hectares;-;Hectares
MU;4214151;Princesa (SC);2119;Hectares;545;Hectares
MU;4214201;Quilombo (SC);9296;Hectares;5000;Hectares
MU;4214300;Rancho Queimado (SC);364;Hectares;-;Hectares
MU;4214409;Rio das Antas (SC);5771;Hectares;1800;Hectares
MU;4214508;Rio do Campo (SC);5642;Hectares;850;Hectares
MU;4214607;Rio do Oeste (SC);4248;Hectares;100;Hectares
MU;4214706;Rio dos Cedros (SC);1151;Hectares;47;Hectares
MU;4214805;Rio do Sul (SC);1419;Hectares;120;Hectares
MU;4214904;Rio Fortuna (SC);520;Hectares;-;Hectares
MU;4215000;Rio Negrinho (SC);14805;Hectares;12000;Hectares
MU;4215059;Rio Rufino (SC);1059;Hectares;100;Hectares
MU;4215075;Riqueza (SC);2583;Hectares;600;Hectares
MU;4215109;Rodeio (SC);710;Hectares;-;Hectares
MU;4215208;Romelândia (SC);1996;Hectares;315;Hectares
MU;4215307;Salete (SC);1467;Hectares;250;Hectares
MU;4215356;Saltinho (SC);1449;Hectares;700;Hectares
MU;4215406;Salto Veloso (SC);1438;Hectares;60;Hectares
MU;4215455;Sangão (SC);1644;Hectares;-;Hectares
MU;4215505;Santa Cecília (SC);3409;Hectares;2600;Hectares
MU;4215554;Santa Helena (SC);1609;Hectares;300;Hectares
MU;4215604;Santa Rosa de Lima (SC);218;Hectares;-;Hectares
MU;4215653;Santa Rosa do Sul (SC);1681;Hectares;-;Hectares
MU;4215679;Santa Terezinha (SC);12486;Hectares;4000;Hectares
MU;4215687;Santa Terezinha do Progresso (SC);750;Hectares;200;Hectares
MU;4215695;Santiago do Sul (SC);1906;Hectares;1050;Hectares
MU;4215703;Santo Amaro da Imperatriz (SC);238;Hectares;-;Hectares
MU;4215752;São Bernardino (SC);1967;Hectares;1400;Hectares
MU;4215802;São Bento do Sul (SC);2345;Hectares;1000;Hectares
MU;4215901;São Bonifácio (SC);314;Hectares;-;Hectares
MU;4216008;São Carlos (SC);2830;Hectares;815;Hectares
MU;4216057;São Cristóvão do Sul (SC);527;Hectares;225;Hectares
MU;4216107;São Domingos (SC);28507;Hectares;19000;Hectares
MU;4216206;São Francisco do Sul (SC);39;Hectares;-;Hectares
MU;4216255;São João do Oeste (SC);2168;Hectares;272;Hectares
MU;4216305;São João Batista (SC);640;Hectares;-;Hectares
MU;4216354;São João do Itaperiú (SC);1220;Hectares;-;Hectares
MU;4216404;São João do Sul (SC);5815;Hectares;-;Hectares
MU;4216503;São Joaquim (SC);1057;Hectares;-;Hectares
MU;4216602;São José (SC);65;Hectares;-;Hectares
MU;4216701;São José do Cedro (SC);8559;Hectares;3200;Hectares
MU;4216800;São José do Cerrito (SC);13617;Hectares;6000;Hectares
MU;4216909;São Lourenço do Oeste (SC);7419;Hectares;3500;Hectares
MU;4217006;São Ludgero (SC);227;Hectares;-;Hectares
MU;4217105;São Martinho (SC);645;Hectares;-;Hectares
MU;4217154;São Miguel da Boa Vista (SC);1137;Hectares;450;Hectares
MU;4217204;São Miguel do Oeste (SC);3470;Hectares;975;Hectares
MU;4217253;São Pedro de Alcântara (SC);215;Hectares;-;Hectares
MU;4217303;Saudades (SC);6793;Hectares;3000;Hectares
MU;4217402;Schroeder (SC);370;Hectares;-;Hectares
MU;4217501;Seara (SC);3814;Hectares;230;Hectares
MU;4217550;Serra Alta (SC);2585;Hectares;1500;Hectares
MU;4217600;Siderópolis (SC);470;Hectares;-;Hectares
MU;4217709;Sombrio (SC);3675;Hectares;80;Hectares
MU;4217758;Sul Brasil (SC);1040;Hectares;250;Hectares
MU;4217808;Taió (SC);6080;Hectares;800;Hectares
MU;4217907;Tangará (SC);9067;Hectares;3000;Hectares
MU;4217956;Tigrinhos (SC);1762;Hectares;850;Hectares
MU;4218004;Tijucas (SC);2220;Hectares;-;Hectares
MU;4218103;Timbé do Sul (SC);3595;Hectares;-;Hectares
MU;4218202;Timbó (SC);625;Hectares;-;Hectares
MU;4218251;Timbó Grande (SC);1468;Hectares;500;Hectares
MU;4218301;Três Barras (SC);8419;Hectares;6000;Hectares
MU;4218350;Treviso (SC);60;Hectares;-;Hectares
MU;4218400;Treze de Maio (SC);3028;Hectares;73;Hectares
MU;4218509;Treze Tílias (SC);2270;Hectares;400;Hectares
MU;4218608;Trombudo Central (SC);1499;Hectares;330;Hectares
MU;4218707;Tubarão (SC);5670;Hectares;-;Hectares
MU;4218756;Tunápolis (SC);1488;Hectares;335;Hectares
MU;4218806;Turvo (SC);12410;Hectares;50;Hectares
MU;4218855;União do Oeste (SC);2404;Hectares;1250;Hectares
MU;4218905;Urubici (SC);1415;Hectares;-;Hectares
MU;4218954;Urupema (SC);177;Hectares;-;Hectares
MU;4219002;Urussanga (SC);1720;Hectares;60;Hectares
MU;4219101;Vargeão (SC);6915;Hectares;5750;Hectares
MU;4219150;Vargem (SC);4996;Hectares;3000;Hectares
MU;4219176;Vargem Bonita (SC);2416;Hectares;1000;Hectares
MU;4219200;Vidal Ramos (SC);6142;Hectares;700;Hectares
MU;4219309;Videira (SC);7683;Hectares;2050;Hectares
MU;4219358;Vitor Meireles (SC);3865;Hectares;400;Hectares
MU;4219408;Witmarsum (SC);1707;Hectares;150;Hectares
MU;4219507;Xanxerê (SC);18564;Hectares;13000;Hectares
MU;4219606;Xavantina (SC);1441;Hectares;140;Hectares
MU;4219705;Xaxim (SC);6367;Hectares;4200;Hectares
MU;4219853;Zortéa (SC);6940;Hectares;5300;Hectares
MU;4220000;Balneário Rincão (SC);12;Hectares;-;Hectares
MU;4300034;Aceguá (RS);34149;Hectares;25000;Hectares
MU;4300059;Água Santa (RS);19188;Hectares;15000;Hectares
MU;4300109;Agudo (RS);19678;Hectares;950;Hectares
MU;4300208;Ajuricaba (RS);31666;Hectares;20000;Hectares
MU;4300307;Alecrim (RS);4716;Hectares;2200;Hectares
MU;4300406;Alegrete (RS);94564;Hectares;38000;Hectares
MU;4300455;Alegria (RS);11967;Hectares;6787;Hectares
MU;4300471;Almirante Tamandaré do Sul (RS);22271;Hectares;16930;Hectares
MU;4300505;Alpestre (RS);6450;Hectares;900;Hectares
MU;4300554;Alto Alegre (RS);7460;Hectares;6000;Hectares
MU;4300570;Alto Feliz (RS);245;Hectares;-;Hectares
MU;4300604;Alvorada (RS);86;Hectares;35;Hectares
MU;4300638;Amaral Ferrador (RS);6958;Hectares;2000;Hectares
MU;4300646;Ametista do Sul (RS);1829;Hectares;500;Hectares
MU;4300661;André da Rocha (RS);21601;Hectares;15000;Hectares
MU;4300703;Anta Gorda (RS);4585;Hectares;270;Hectares
MU;4300802;Antônio Prado (RS);1921;Hectares;-;Hectares
MU;4300851;Arambaré (RS);22289;Hectares;8100;Hectares
MU;4300877;Araricá (RS);69;Hectares;-;Hectares
MU;4300901;Aratiba (RS);4108;Hectares;1200;Hectares
MU;4301008;Arroio do Meio (RS);3099;Hectares;1200;Hectares
MU;4301057;Arroio do Sal (RS);114;Hectares;-;Hectares
MU;4301073;Arroio do Padre (RS);2363;Hectares;500;Hectares
MU;4301107;Arroio dos Ratos (RS);4292;Hectares;3500;Hectares
MU;4301206;Arroio do Tigre (RS);19506;Hectares;9500;Hectares
MU;4301305;Arroio Grande (RS);76710;Hectares;42500;Hectares
MU;4301404;Arvorezinha (RS);4408;Hectares;1600;Hectares
MU;4301503;Augusto Pestana (RS);29649;Hectares;19640;Hectares
MU;4301552;Áurea (RS);8456;Hectares;6500;Hectares
MU;4301602;Bagé (RS);50088;Hectares;40000;Hectares
MU;4301636;Balneário Pinhal (RS);534;Hectares;50;Hectares
MU;4301651;Barão (RS);925;Hectares;-;Hectares
MU;4301701;Barão de Cotegipe (RS);11846;Hectares;6413;Hectares
MU;4301750;Barão do Triunfo (RS);6761;Hectares;650;Hectares
MU;4301800;Barracão (RS);29181;Hectares;26000;Hectares
MU;4301859;Barra do Guarita (RS);2857;Hectares;1800;Hectares
MU;4301875;Barra do Quaraí (RS);23456;Hectares;561;Hectares
MU;4301909;Barra do Ribeiro (RS);18013;Hectares;3850;Hectares
MU;4301925;Barra do Rio Azul (RS);2226;Hectares;940;Hectares
MU;4301958;Barra Funda (RS);4539;Hectares;3400;Hectares
MU;4302006;Barros Cassal (RS);15048;Hectares;8750;Hectares
MU;4302055;Benjamin Constant do Sul (RS);2762;Hectares;1500;Hectares
MU;4302105;Bento Gonçalves (RS);510;Hectares;-;Hectares
MU;4302154;Boa Vista das Missões (RS);30080;Hectares;15200;Hectares
MU;4302204;Boa Vista do Buricá (RS);4960;Hectares;2350;Hectares
MU;4302220;Boa Vista do Cadeado (RS);53441;Hectares;40900;Hectares
MU;4302238;Boa Vista do Incra (RS);38470;Hectares;29400;Hectares
MU;4302253;Boa Vista do Sul (RS);626;Hectares;-;Hectares
MU;4302303;Bom Jesus (RS);31200;Hectares;10000;Hectares
MU;4302352;Bom Princípio (RS);717;Hectares;-;Hectares
MU;4302378;Bom Progresso (RS);7079;Hectares;4400;Hectares
MU;4302402;Bom Retiro do Sul (RS);616;Hectares;250;Hectares
MU;4302451;Boqueirão do Leão (RS);5696;Hectares;600;Hectares
MU;4302501;Bossoroca (RS);56191;Hectares;45800;Hectares
MU;4302584;Bozano (RS);20189;Hectares;13740;Hectares
MU;4302600;Braga (RS);12642;Hectares;7820;Hectares
MU;4302659;Brochier (RS);477;Hectares;-;Hectares
MU;4302709;Butiá (RS);11422;Hectares;10000;Hectares
MU;4302808;Caçapava do Sul (RS);28877;Hectares;22000;Hectares
MU;4302907;Cacequi (RS);43796;Hectares;31000;Hectares
MU;4303004;Cachoeira do Sul (RS);139545;Hectares;103000;Hectares
MU;4303103;Cachoeirinha (RS);...;Hectares;...;Hectares
MU;4303202;Cacique Doble (RS);11288;Hectares;9200;Hectares
MU;4303301;Caibaté (RS);23640;Hectares;15320;Hectares
MU;4303400;Caiçara (RS);8543;Hectares;3200;Hectares
MU;4303509;Camaquã (RS);70495;Hectares;26000;Hectares
MU;4303558;Camargo (RS);6982;Hectares;6150;Hectares
MU;4303608;Cambará do Sul (RS);1420;Hectares;550;Hectares
MU;4303673;Campestre da Serra (RS);15678;Hectares;6000;Hectares
MU;4303707;Campina das Missões (RS);9381;Hectares;5508;Hectares
MU;4303806;Campinas do Sul (RS);21114;Hectares;16000;Hectares
MU;4303905;Campo Bom (RS);127;Hectares;-;Hectares
MU;4304002;Campo Novo (RS);19076;Hectares;12000;Hectares
MU;4304101;Campos Borges (RS);10390;Hectares;8775;Hectares
MU;4304200;Candelária (RS);39468;Hectares;19000;Hectares
MU;4304309;Cândido Godói (RS);15484;Hectares;8800;Hectares
MU;4304358;Candiota (RS);21364;Hectares;17500;Hectares
MU;4304408;Canela (RS);276;Hectares;-;Hectares
MU;4304507;Canguçu (RS);73567;Hectares;43000;Hectares
MU;4304606;Canoas (RS);715;Hectares;108;Hectares
MU;4304614;Canudos do Vale (RS);701;Hectares;-;Hectares
MU;4304622;Capão Bonito do Sul (RS);34475;Hectares;26500;Hectares
MU;4304630;Capão da Canoa (RS);170;Hectares;-;Hectares
MU;4304655;Capão do Cipó (RS);73323;Hectares;63400;Hectares
MU;4304663;Capão do Leão (RS);15709;Hectares;9075;Hectares
MU;4304671;Capivari do Sul (RS);15708;Hectares;4500;Hectares
MU;4304689;Capela de Santana (RS);2029;Hectares;-;Hectares
MU;4304697;Capitão (RS);115;Hectares;-;Hectares
MU;4304705;Carazinho (RS);47041;Hectares;40420;Hectares
MU;4304713;Caraá (RS);2984;Hectares;40;Hectares
MU;4304804;Carlos Barbosa (RS);1120;Hectares;-;Hectares
MU;4304853;Carlos Gomes (RS);5297;Hectares;3300;Hectares
MU;4304903;Casca (RS);12548;Hectares;8400;Hectares
MU;4304952;Caseiros (RS);10337;Hectares;8000;Hectares
MU;4305009;Catuípe (RS);45801;Hectares;34770;Hectares
MU;4305108;Caxias do Sul (RS);8164;Hectares;350;Hectares
MU;4305116;Centenário (RS);9147;Hectares;6300;Hectares
MU;4305124;Cerrito (RS);7788;Hectares;6500;Hectares
MU;4305132;Cerro Branco (RS);5234;Hectares;1170;Hectares
MU;4305157;Cerro Grande (RS);7626;Hectares;3200;Hectares
MU;4305173;Cerro Grande do Sul (RS);6978;Hectares;160;Hectares
MU;4305207;Cerro Largo (RS);9540;Hectares;4500;Hectares
MU;4305306;Chapada (RS);52601;Hectares;40000;Hectares
MU;4305355;Charqueadas (RS);7218;Hectares;3230;Hectares
MU;4305371;Charrua (RS);11415;Hectares;9510;Hectares
MU;4305405;Chiapetta (RS);40427;Hectares;26700;Hectares
MU;4305439;Chuí (RS);4908;Hectares;1556;Hectares
MU;4305447;Chuvisca (RS);7156;Hectares;-;Hectares
MU;4305454;Cidreira (RS);1609;Hectares;260;Hectares
MU;4305504;Ciríaco (RS);16343;Hectares;12000;Hectares
MU;4305587;Colinas (RS);850;Hectares;500;Hectares
MU;4305603;Colorado (RS);27423;Hectares;18100;Hectares
MU;4305702;Condor (RS);42967;Hectares;29400;Hectares
MU;4305801;Constantina (RS);14458;Hectares;10400;Hectares
MU;4305835;Coqueiro Baixo (RS);322;Hectares;20;Hectares
MU;4305850;Coqueiros do Sul (RS);17367;Hectares;14800;Hectares
MU;4305871;Coronel Barros (RS);15769;Hectares;11000;Hectares
MU;4305900;Coronel Bicaco (RS);50589;Hectares;34500;Hectares
MU;4305934;Coronel Pilar (RS);447;Hectares;-;Hectares
MU;4305959;Cotiporã (RS);1452;Hectares;270;Hectares
MU;4305975;Coxilha (RS);45685;Hectares;32000;Hectares
MU;4306007;Crissiumal (RS);18846;Hectares;11000;Hectares
MU;4306056;Cristal (RS);16502;Hectares;9500;Hectares
MU;4306072;Cristal do Sul (RS);8655;Hectares;4900;Hectares
MU;4306106;Cruz Alta (RS);116234;Hectares;92000;Hectares
MU;4306130;Cruzaltense (RS);11204;Hectares;7340;Hectares
MU;4306205;Cruzeiro do Sul (RS);6044;Hectares;3000;Hectares
MU;4306304;David Canabarro (RS);10227;Hectares;7000;Hectares
MU;4306320;Derrubadas (RS);15945;Hectares;9500;Hectares
MU;4306353;Dezesseis de Novembro (RS);2101;Hectares;1180;Hectares
MU;4306379;Dilermando de Aguiar (RS);26484;Hectares;23300;Hectares
MU;4306403;Dois Irmãos (RS);359;Hectares;-;Hectares
MU;4306429;Dois Irmãos das Missões (RS);23172;Hectares;15500;Hectares
MU;4306452;Dois Lajeados (RS);2322;Hectares;1200;Hectares
MU;4306502;Dom Feliciano (RS);14047;Hectares;1600;Hectares
MU;4306551;Dom Pedro de Alcântara (RS);154;Hectares;-;Hectares
MU;4306601;Dom Pedrito (RS);160023;Hectares;120000;Hectares
MU;4306700;Dona Francisca (RS);4037;Hectares;520;Hectares
MU;4306734;Doutor Maurício Cardoso (RS);26057;Hectares;13330;Hectares
MU;4306759;Doutor Ricardo (RS);1469;Hectares;200;Hectares
MU;4306767;Eldorado do Sul (RS);13997;Hectares;1959;Hectares
MU;4306809;Encantado (RS);1150;Hectares;340;Hectares
MU;4306908;Encruzilhada do Sul (RS);46275;Hectares;37000;Hectares
MU;4306924;Engenho Velho (RS);6608;Hectares;5500;Hectares
MU;4306932;Entre-Ijuís (RS);49255;Hectares;32800;Hectares
MU;4306957;Entre Rios do Sul (RS);6865;Hectares;5400;Hectares
MU;4306973;Erebango (RS);13179;Hectares;10000;Hectares
